buuid,txn_vol,accepted_txn,failed_txn,capital_granted
1618935468160-3bd1e200-aef7-44d2-a165-4ab5a1db6aa6,76296.42,680,336,1
1618916036386-b3dad8c2-9f4f-4ebf-b8a4-84d99c317a3e,14380.0,192,63,1
1619184174597-abb3ee51-b92a-4c39-a78d-899eaf3a01bf,28420.0,87,1,1
1619194142341-8b816ca5-80fa-44a7-877d-1c5c2f4af2a3,184463.68,1155,684,1
1619623195853-ed9c9e7b-6420-44e6-babb-b98d1c08f70d,39887.0,333,147,1
1619694654276-8709d42f-ac1d-4a6c-ba7f-3b26d7c679dd,15680.0,89,43,1
1619625990996-a1c08b36-b452-46fc-a557-2178730e2796,55740.0,116,12,1
1618428720885-f887176a-ef95-4451-8be9-d24f4328730f,38526.0,94,7,1
1619829713447-e4481e13-637c-47f9-8f74-4cb9292ba618,92422.3,1440,230,1
1617031951269-bdda914e-7e9e-450f-8957-028f73b13148,10369.55,52,29,1
1619878863897-cb414c87-f9e2-4c0a-be73-249b41474158,35130.0,305,117,1
1620245159921-f6f5adda-81ae-4491-bef2-0578cfeafe75,15885.5,44,6,1
1620307754173-dc56a63a-877c-45c4-9ed4-7c3c9d3c5d3c,22280.0,79,8,1
1620292793191-313884ae-85a5-4012-9daa-12652da22897,28500.0,115,13,1
1620374775568-9ddd6825-47cf-4d7c-a384-c0f0b6cdf685,18530.0,222,64,1
1620374775568-9ddd6825-47cf-4d7c-a384-c0f0b6cdf685,45898.0,404,136,1
1620723817695-21c8a987-c950-429f-a6ba-aec10594f236,34347.07,274,174,1
1620662620457-75ac117c-293c-4e8d-b4f0-810f186925bc,67915.5,377,48,1
1614154540246-433b287d-671a-43f6-9963-2d7829ec8d19,39698.45,238,43,1
1621429622344-50f06d6e-b4f4-4959-b1d0-150f6281003c,2608857.0399999996,7654,1084,1
1613503629938-92817330-6b77-4c47-a77e-c89dd197f8e2,59069.299999999996,205,37,1
1614953945159-1b9bc4c1-8803-47d9-911b-6f2c25bf9612,93095.0,757,133,1
1614937599400-8d8b4876-bf6a-4d20-9fec-328d8d9e2513,154646.0,959,325,1
1614854261967-d443562f-a909-4c6e-8efe-0409d6c0f616,286781.52,1838,583,1
1612797563188-fe4a8717-c86d-40e7-9ff8-5732c2b00ad3,101549.0,144,23,1
1615460536041-4a371828-3d05-4df7-a144-451655079616,79542.0,144,12,1
1614861406906-894a9d0b-ec29-44bd-bffa-ca1e0683931d,35935.29,331,139,1
1616592252312-3cfbef9a-77bb-422b-9fa4-c0d11b85acd2,134604.5,606,44,1
1616780922636-f4eaf949-a9da-4e3b-a180-b7fc0afe0932,46930.0,81,74,1
1616781123379-92bc5899-b8c0-41bc-b9f6-d913af157018,89038.75,1170,81,1
1616851893947-444632b7-284f-4a87-9e37-d4dea5f4bcab,23390.0,55,13,1
1616340857592-4832b58b-a076-43db-bc57-f985245c852a,74700.0,178,85,1
1617003453299-fd793837-7366-4bbd-8aa9-70b8aa4cdadf,184444.0,17,7,1
1617347386433-1522eabd-bd11-4131-815b-7bfee696c30b,65697.0,2346,166,1
1616748412316-5651cacb-3f86-4158-a6ee-c5ebc03c7f98,79229.0,127,12,1
1617896254504-7784df48-71e0-4ce0-bab3-836b39e527ca,33201.24,368,247,1
1618235606350-dd713b7a-1d40-48c6-a2f9-d71712f327eb,176092.84,1026,91,1
1615589255866-39276dce-98f2-498a-9f96-31ef0f34367f,31348.0,281,158,1
1618583521605-8b82507a-760c-4dec-8e09-395a9c1794e5,122140.04000000001,665,339,1
1619676078586-4701e392-5e68-4d74-b2bd-c56b1e72b780,33430.0,310,79,1
1619696738349-e2ece679-8094-4d27-9268-03835910dfb6,82119.0,133,27,1
1619547830536-98ff038d-5c70-4ac2-9b24-cb696c072844,124017.75,471,42,1
1620023207340-da83a89c-7b5d-412f-9a8d-4d5cb2f8fbea,76408.0,465,228,1
1620117453302-85e7f0f1-a71f-45a6-8bc8-ade646c4b3df,47602.0,286,217,1
1620288579632-485ecb04-b185-4dcd-949e-b21037642ee0,151285.0,36,5,1
1620313156627-49509731-131f-4256-b02c-826184f9ff08,9480.0,107,32,1
1621234826675-22b28543-564c-4bd5-9d56-10a131fb6316,233745.0,84,21,1
1621852960408-9b14134e-60e4-4b53-99c5-ab0c2f2fc0b7,38047.42,49,5,1
1606891336926-ff951efa-c70a-4ef1-9edd-a6013d5cf48f,27391.0,273,77,1
1614284950578-1f914159-dd02-470d-9020-a18d89f2e36c,90981.35,193,62,1
1608586036460-676954cd-278b-4b4e-86c9-45ba95a5c5d5,36946.0,218,78,1
1616318074773-176d8dbc-4a19-4a1f-80ba-6f0ed2fb0bd0,59951.5,586,253,1
1615831777140-c5d8f0b3-8a9b-4cfc-a945-11a51dece42d,111487.0,147,35,1
1616504053691-467d1175-c893-4475-9ce1-57816e2eb2a5,16210.0,105,27,1
1616436816840-22aa357a-aa32-4acf-a4e2-10bd48e5852c,20326.0,24,15,1
1616412910541-b3555e8e-c493-494c-a50a-e292e0b8f2c6,91322.0,640,397,1
1616545858531-0578d285-4a42-46b6-b482-67eeccfdc79d,77510.0,208,82,1
1616754613085-248f6e76-743e-460d-bd53-0e64423ce492,33173.0,177,10,1
1580413979039-e34291a2-a16e-4b3a-88c6-d18cfd2e3786,77597.84,170,169,1
1617089259225-3f7b3c32-1fb2-4162-b2d1-8fde9c971678,33828.0,311,277,1
1617700491140-a0a70bdc-a63b-4cba-8a93-e5fff30b5194,57440.0,174,25,1
1617979765236-a0ccd760-1331-40ac-8fdf-2a7bf590d849,103266.0,211,16,1
1618572932985-11517cab-a9eb-487a-8066-a631d57d4fa5,553127.0,1546,386,1
1618772657272-9d33427c-fa23-4b12-9f5b-28a501acedbb,45349.99,94,73,1
1614911780339-627096bf-7aeb-4217-9d7e-a4b9f9de50c7,15577.0,453,69,1
1619426002719-48b037cf-efaf-4d88-a714-dae9a896d8e5,238581.0,479,68,1
1619874903375-02cfe78e-c90a-4e52-9cf0-82e65455f88f,463010.0,173,51,1
1617052620430-f6bb4b3e-2480-4675-b92b-9c6a0dbfad89,54160.0,89,34,1
1620584038422-fc8ac851-b91f-47af-ba3f-4409a9c6a5d7,142990.0,192,68,1
1620584038422-fc8ac851-b91f-47af-ba3f-4409a9c6a5d7,142990.0,192,68,1
1620798226870-1661d167-ea10-4452-893f-211c43f49ccc,72265.3,189,47,1
1620892846870-61c7f8a3-c18a-4c8f-a6a5-845209ecbb8e,13185.0,105,20,1
1621408208161-d05029b0-6b62-4776-93be-778466c348bf,69686.5,249,47,1
1621520511717-d52fc090-deef-4e7b-847c-2f57dc1d24c8,176764.0,766,110,1
1621951392532-56325b54-5d2b-486e-b5d6-398ac789f0a1,34162.0,124,50,1
1616495614839-e35e5183-255c-4cf8-8607-c73c7242dc9a,12012.0,41,19,1
1622210462834-680ded79-421d-4bdd-a83a-78b2107cadec,46336.0,335,45,1
1622214397273-ad710b5d-02e0-4f9e-8dbd-7bdc226ce30d,2478965.3599999994,3833,527,1
1617263408541-e0598b29-42d0-4c68-b2f7-870dbbe7901b,91544.15,134,25,1
1616667683447-dc73bcb0-ffdf-41fa-ad77-216f0ed3b4a4,828562.0,5443,1347,1
1614345696531-c13144df-f561-418b-873c-d2fd97dd6e11,20452.5,56,23,1
1617699408136-7d66cbce-0968-4f06-ab7f-a704c53c5b2c,12020.0,164,43,1
1617785589795-4ea8a558-d714-4b44-8ef9-d06db8571c86,36087.92,187,9,1
1617968363110-7b6389b0-739a-4ad0-8694-97e3bf4c295b,23662.0,324,62,1
1617968363110-7b6389b0-739a-4ad0-8694-97e3bf4c295b,23662.0,324,62,1
1618227793160-c2196de6-a212-41ab-9af6-aa4f1f6e6f62,209651.0,34,7,1
1618243056984-84db6f5a-c737-4f74-961f-94b043d33d15,59625.0,169,29,1
1617730736126-7cfc5ffd-a8dd-4c0d-99f6-4414054b81c3,43573.5,251,279,1
1618638363458-583fbc15-efd1-49a3-bf53-093ddea103d3,46967.020000000004,310,124,1
1618764686286-61706a21-78f6-4008-a51e-a876722c2ae9,174219.5,606,33,1
1618708184245-2081fb13-21e3-439e-b1c6-276a3aada09c,536356.5,2513,672,1
1619012306326-c7faf16d-99ee-4868-8022-e747c407af89,9417.0,72,53,1
1619089971134-a23a9cce-1e22-4d0a-9deb-7656abbce587,62782.2,347,22,1
1617240875946-ac1d2b7c-4fe0-41eb-b71c-e1c56fd15ada,12516.65,122,15,1
1620230682032-a6517973-efdd-427b-b519-188c8bc6df83,59025.869999999995,458,67,1
1620324681328-50573981-68d8-4789-8d3f-238c7f6f49ba,99011.0,1009,328,1
1620121856796-4bf5770d-5c6d-477c-b9aa-694ffaa7ba1e,71613.11,663,439,1
1620397081252-2b73977a-f93c-43c4-8db9-ccd2861490fb,15263.0,140,108,1
1620397081252-2b73977a-f93c-43c4-8db9-ccd2861490fb,76824.0,772,429,1
1620372721898-5fe7b573-67bf-40eb-ba11-caba9b612c54,648498.0,1740,174,1
1620372721898-5fe7b573-67bf-40eb-ba11-caba9b612c54,648498.0,1740,174,1
1620725500631-b0ef10e8-0bd8-4620-9aa0-a8ace9396a28,135360.16999999998,745,161,1
1620724829508-b4312c9e-5e03-49d3-8b9e-bf11636f0aab,1315810.25,3996,429,1
1620986381386-e7108dbf-1517-4017-8c5b-a6e2814050c6,20620.0,587,78,1
1621055515064-4e2cdec7-8cc6-4094-827a-70c9ce9af91f,18983.5,66,11,1
1621065770932-ff65fc4e-da5f-4d36-9fc1-62e97a58e3f0,134209.0,253,40,1
1622217283957-0eb511d8-5048-49f1-8ea7-79ba26a2bcf9,176576.67,230,286,1
1612899821718-8b2e0a93-b7d4-49e5-a9a4-77b7a7f3d0d9,134681.02,165,35,1
1613997216894-d2dc07ad-e85b-4053-958e-cb51d272e273,89262.89,467,35,1
1615207833189-6b2d1a1f-10c4-461c-90f1-35f9860b40a7,36881.05,163,61,1
1615281940884-37906f7e-03df-4428-aac1-3691d61bb51f,57789.33,2652,289,1
1615386989285-dbb02d2b-7ef4-4f55-8b48-21373f2cb2b3,24362.0,116,14,1
1615556650990-ec9dad75-b52b-4b8e-b237-496d78d0ae8c,479286.05,43,14,1
1615738882310-792763c7-6806-4719-8ce8-5aa3925b9683,39084.5,136,13,1
1617000040240-84865535-0a6b-4faa-a554-766edf9e8d46,24405.0,259,56,1
1615875297510-d474996f-867c-4493-bd02-e11a91917b9e,39320.0,13,5,1
1615198696225-87f1d69c-b26d-4c77-9425-5fcb6098b685,34444.0,64,35,1
1618161086177-7ed78c32-c8af-47eb-bf55-2f403142a75b,43398.0,370,340,1
1618315717391-e8ab2b5b-2ee6-4009-95b0-13342dd1b855,122999.0,79,22,1
1618916179978-c6aea720-954c-478e-a35f-08e0fd422e8b,28920.0,55,12,1
1619102359993-d0f4ead8-19d7-4560-a1dd-2ac231a03a50,76519.0,115,3,1
1607514042503-1f5c28bd-30c4-4282-9030-25df12c239de,54811.0,572,201,1
1620058039220-f0c8b06a-b6a8-4284-abd9-5c94bbd14c0b,53722.0,202,29,1
1620199642409-493bbf50-58a0-4259-bab2-aa84ebaca8a3,51210.0,34,4,1
1620397206107-891c56cc-92d7-41a9-8c7d-d55e570969be,66324.0,97,27,1
1620810960519-6a33ab0b-8628-4ed1-b47d-9e7972f8f21e,92614.49999999999,80,22,1
1620846167714-69ab968f-d380-49c6-b32a-61ebc9207345,54260.0,75,43,1
1619768131939-e4578eea-73c2-44ad-a61f-869160a91ebc,50390.0,61,38,1
1621408190666-e97324ed-6d40-4380-84de-1560bcb85e7e,138620.0,61,10,1
1620905439275-d1178857-64c6-41ca-8eac-496cecabfa61,155557.0,1156,380,1
1622020274828-2e38c9e2-5e0d-40f9-84a7-1d8948753aca,91145.0,160,16,1
1622020274828-2e38c9e2-5e0d-40f9-84a7-1d8948753aca,91145.0,160,16,1
1606897222308-158fa11e-ff2d-423e-b00d-b4057c25167a,15920.0,118,11,1
1622460525730-6e9a0041-d41a-4fbf-b0d3-53330e1429f3,128225.0,160,5,1
1622643641865-6a5988c4-27ba-4432-8c08-14bfc30da0c2,277536.0,486,124,1
1622882399181-e70a367f-78dd-4943-b1d8-65ac4f091761,77795.5,403,525,1
1617278828832-f56bdab4-e26e-44b5-b1ed-8ec1319c799a,216717.68,90,14,1
1617353005467-7f625356-d4b2-4179-9ef2-62e9cd63ae55,28609.84,352,24,1
1617353005467-7f625356-d4b2-4179-9ef2-62e9cd63ae55,189904.31,3358,191,1
1616762564889-e3fe009e-668d-4d19-be48-745510b9a8d3,72203.82,733,192,1
1617961325979-298f63be-1568-4cfe-837f-8e80e537bb3c,181769.3,477,58,1
1618488036598-0df86626-09a7-4559-9de3-edbcccccb3cd,38470.0,454,90,1
1618953305569-422bd550-c81b-48b4-abd3-5d2df106608b,15392.0,211,122,1
1619005855789-45bbfb3c-355e-4e45-a098-b1af4675748a,17295.0,121,20,1
1619701011419-e0297bc2-c122-4197-9084-b8e8fe57eaf3,93939.0,389,60,1
1620206198217-b398bc79-80ca-4a7e-a67b-dc4d176b8420,75036.0,794,55,1
1620302002682-862d1c5f-8fcd-497a-9140-e6e4d5214494,340326.15,1806,229,1
1620387067697-4eb66449-988b-4825-a8e5-69e8d7749073,9839.92,61,16,1
1620645581780-d9c35b2b-74ad-4402-93a3-8c42f99c998d,45407.08,154,17,1
1620747568214-5c08ffe1-446b-4ddf-a7c2-9e6dd2374e90,19500.0,15,2,1
1620338477730-e2a0bc55-7101-4dc3-a195-c959ad7bbb22,20245.0,100,7,1
1620708425259-dadb5ca9-5aeb-4dac-9125-15c6c109c071,16149.0,198,64,1
1621531260989-e54c97f6-88a1-4703-9ac0-fe099cffb21b,28760.0,56,15,1
1622033923117-57ec6625-bd6d-46a6-9964-4c9dd133f877,1061788.88,3634,800,1
1622033923117-57ec6625-bd6d-46a6-9964-4c9dd133f877,1061788.88,3634,800,1
1621147115889-ab3f97bc-c96d-4206-b41c-e23346b39c9d,167976.32,2048,310,1
1622061397929-46a0f0df-3b62-4cc4-9942-2b152f46fd99,12172.0,119,84,1
1622295953844-3b551f79-6e10-453c-be2f-5fbf78bf0dad,40782.5,77,6,1
1622517820716-23037d38-a433-4e4d-9aef-b1c624c37e3f,141767.55,1978,191,1
1622546565838-fa815b9b-66b8-4c1c-9db7-d014278efe91,20390.0,130,154,1
1622895529001-2fb14864-53b8-425f-835b-09a6afbb3869,44950.0,167,50,1
1622791981743-3f6f6179-54b0-4212-b14f-8812df67697e,48113.0,1591,355,1
1619596147529-8dc6fe4d-57b1-47bc-9614-64cb0a905333,90183.0,260,36,1
1618387266170-47010736-8936-4934-b994-597ee8c79566,73074.8,704,414,1
1623224044238-2d49ae95-e094-4778-b41f-ffdf07ec26d4,1684593.0,36,25,1
1617985516149-fa5de1bd-49d4-49cc-a1b1-74482d28bc74,41129.91,596,126,1
1618308781399-ce4dedc8-46aa-4d58-99cd-7b8ea30e823b,9307.0,158,34,1
1618473539182-51977d07-a9cd-4a44-a3c2-09d308ddc359,115935.0,829,317,1
1618480068304-21b937d0-cb53-4e37-a2bd-0bf29cc85df3,786790.3,868,407,1
1619538274345-38e8dfcd-cae9-475e-acdf-28ff623c6060,102619.4,1014,354,1
1619806899129-e2f9b321-b7d2-470e-ab60-bf6fc31715e7,64920.0,76,56,1
1621425686153-f0e801b4-ed93-43e7-bbbd-87692ffc19fa,114825.0,520,64,1
1607151107999-ad652c3f-27ec-40f9-8766-dc8de4a69131,259353.0,2743,731,1
1621502125468-e6a2bee7-21a3-49bc-9486-a4adc30a6650,227649.0,746,100,1
1621622055972-9ced6cde-235e-4eed-b91d-b3129dbf4e05,69396.0,500,103,1
1621852336325-f1b12f06-0a20-4ccb-8641-f7b51b164105,62320.0,162,117,1
1621202180552-ceb72c1f-78ff-42e0-af72-22dd4001d22a,108968.14,829,105,1
1622112903972-9a754023-6996-4e01-bdfb-87fc50f87ae7,125025.2,978,144,1
1622112903972-9a754023-6996-4e01-bdfb-87fc50f87ae7,136931.2,1054,144,1
1622463675445-e739be6c-ae1b-407c-a409-cabf3acf3c86,124830.3,36,7,1
1622567476253-670e93e4-58fc-4a06-b132-479f91d86381,32940.0,72,32,1
1620158474063-da8211e9-f813-45af-8307-554ceee3db43,33644.81,111,40,1
1622121484504-cdd6a10e-a4ab-4229-af5a-fd8fded08507,17482.5,300,38,1
1622796680521-ce362dfc-a09d-4318-a443-e3f7889b162f,50360.0,117,26,1
1622884195571-bfff1125-6396-41e8-a7bd-ed519e9e28a6,357822.44999999995,3511,376,1
1623131496353-766a0af1-db40-45bd-94e4-e229696b28f6,57718.0,84,1,1
1623519795370-415f7fed-5e92-4580-9171-b2e139c47145,112055.25,73,4,1
1622467263732-f2c4dde0-caae-4fa5-aca9-f1214d48d9e9,133975.0,394,91,1
1623659343213-1a0549b9-9721-4e7f-a8cf-716f1a24ed51,103222.0,250,24,1
1623659343213-1a0549b9-9721-4e7f-a8cf-716f1a24ed51,103222.0,250,24,1
1622633557557-e1cd2012-216c-4bf6-bc72-e382a68d4e64,18876.72,169,297,1
1620065555674-4170a90f-d4c3-4c86-9704-1f5493def79c,56925.5,136,19,1
1623565436209-b4bf70b6-450a-4d8c-99c8-7e40e263f41a,315026.0,3230,1050,1
1623565436209-b4bf70b6-450a-4d8c-99c8-7e40e263f41a,315026.0,3230,1050,1
1614211600887-2307ed7f-ae7a-4202-8533-31c9059c48ba,82804.0,242,128,1
1534224024621-48d2bddb-a0c0-4021-9512-f21f3b495d3b,87973.29000000001,859,457,1
1617870743698-9310e859-37c8-4d3b-ae7e-eecb34154792,30850.0,268,36,1
1618410285607-ab19a77d-2880-4365-a234-8f32f2bcb435,266963.48000000004,1232,222,1
1618410285607-ab19a77d-2880-4365-a234-8f32f2bcb435,331162.48,1370,232,1
1618504331942-c4192df5-d012-49e8-81ea-328e0b203970,98945.0,153,225,1
1618731853768-1c137ecc-b6f6-4fbd-b8ce-4628a96880ff,101035.31,316,33,1
1618864716001-dd45c37b-8695-4923-ab92-9d9bc46c38b4,52764.7,690,241,1
1618915085136-a8af3e85-772e-4186-ba95-6b043e48a0c3,30603.5,26,3,1
1618967071488-ac484b74-e21a-4787-ad5d-5a0d73f50bab,36330.0,84,12,1
1618967071488-ac484b74-e21a-4787-ad5d-5a0d73f50bab,89814.0,214,64,1
1618933750875-f7fe941a-78b4-4e64-a97e-337c8f239d88,186567.62,168,16,1
1618933750875-f7fe941a-78b4-4e64-a97e-337c8f239d88,186567.62,168,16,1
1619887589945-92caa399-6ef0-4664-8ad2-c2641dc46a9a,138329.68,621,150,1
1619863490893-21f9b3a7-5ce7-4e58-8764-5cceab0d1b3a,4860.0,20,4,1
1619963775773-fbf510dc-76e1-491c-85bb-6cc9e1f41b7b,350204.0,7025,1294,1
1620902548960-cf49bf34-7ec6-4dd5-86ae-82a5464935c0,29976.0,127,23,1
1620638411332-0ac6ae7d-7b74-41fe-9dbe-50c88563cbe1,80163.54000000001,310,62,1
1621177405644-19905a41-5d81-4b18-a9da-9a3edde62ac1,12215.5,143,24,1
1621584680452-f12f6827-642b-4997-8385-a3d5e3f44dc5,142959.0,111,24,1
1619466451514-162975fb-6eec-437d-bb17-a4e7be96915b,45128.0,347,173,1
1620071049107-6fd0ce5a-c5bc-404f-a9a3-a1d1dae8ba31,128888.88,1054,954,1
1620071049107-6fd0ce5a-c5bc-404f-a9a3-a1d1dae8ba31,128888.88,1054,954,1
1622288081516-b0c58334-b95b-4d65-982e-eb4041fddebe,138589.0,1035,634,1
1623322199759-5d3e077a-4a0e-4342-80f9-807876fb7042,21516.5,226,173,1
1623959552452-64463e4e-d5b8-4cf8-8b90-e5fe7421912f,91838.48000000001,114,37,1
1623418475590-f887252a-7b9a-47e3-b9fe-63b26141f236,128950.0,151,41,1
1615805382663-ae892c7b-c93e-4eb7-849a-ae16aa9b5a0e,20590.5,198,82,1
1624415664566-47147e65-05bc-4af6-a9ea-cc84cedecf19,12164.099999999999,146,43,1
1619803744785-0b97ac5b-7d76-4fd1-b147-af1656b12c21,41308.94,268,51,1
1619326885775-90c5c0a7-bee2-4966-9598-c98ecaa6f4a1,15043.0,45,30,1
1619862532140-5d93ceef-b7d0-4048-aecd-6f9fecb99f8f,19796.95,28,6,1
1619785217454-1ad9be34-8a49-4869-a3cc-89d0ce264046,11655.0,124,58,1
1619865443498-2286a143-7bc3-465d-ace0-9cf9cf4be76a,54551.0,253,87,1
1620124402746-7266dc16-ea4a-43f9-a00e-f4f6c3af1062,56527.0,63,5,1
1620195190092-5e4583ea-282a-4337-b6a4-7c13710cada9,24289.0,184,49,1
1588833512189-af9aa6d3-d6dc-4ce8-9f70-3ed599f6e053,158681.0,154,13,1
1620632752133-7a858c48-0691-4a54-a943-6ff2b04d5be9,114652.99,64,15,1
1614693949871-b909bd48-4e57-4aef-a049-e9f75ca4f355,75641.73999999999,13,4,1
1621152736943-0daa309b-a374-486a-8cf5-df2242be92da,93086.83,192,41,1
1621848892172-e8bca101-e2d9-461e-bffa-83841843a34c,68948.7,300,16,1
1622009669049-48d13d69-aa41-43f7-8d73-136b905b749c,104637.0,80,17,1
1622032576658-837806b6-f6f6-4fa1-bda7-045448987804,14998.0,20,14,1
1617006809445-7bd8c0ca-35b4-4367-9415-fdbb3ea1e389,1597915.0,4490,426,1
1622794843828-368151d9-bcb3-4cb8-a31f-fbc78eb9af12,195597.75,2901,514,1
1623062323321-71363074-9f8b-4600-83db-be6cf3a4d441,144650.0,702,53,1
1623240439885-42ee9679-78f6-4279-9f2a-f15209674a3f,26573.0,516,93,1
1623330681437-569618df-d474-443b-99dc-98ae5aac580b,60138.5,144,47,1
1610216597389-67152941-9ce2-43d3-b221-9dd21db1ef01,20945.0,160,162,1
1624017176222-56efb352-4348-47a7-8568-a9726c8f50af,206683.99,1211,120,1
1624098331023-af990b39-4a7b-4bc3-aa37-2ab5f9451fcb,104406.0,403,83,1
1624377709478-85515c46-6f51-4519-b6de-c97073f3f6bf,14011.0,51,14,1
1624447624703-bedee38f-f3af-4f1c-8cae-15efd5bdc73a,17000.0,199,134,1
1624385001731-2787b4a9-33e3-4dd1-a342-e37656f5d656,117032.0,50,28,1
1619105540244-2dcbcf30-8946-4f53-832c-1d3aabfea167,40328.0,56,89,1
1625059924402-adf75f3a-690c-4f1b-85c5-3f194dbbda58,31561.54,229,17,1
1624945402159-ed9080f5-1fd7-4f4a-8a54-eaa5e9177717,25983.0,146,27,1
1625344355524-4ab55a85-5f86-4d5e-83b9-f3d2c88724a2,272284.0,86,30,1
1625344355524-4ab55a85-5f86-4d5e-83b9-f3d2c88724a2,272284.0,86,30,1
1620038498526-f1b37b13-81b5-490f-a745-5cfcef404061,113189.18,89,18,1
1620797045140-9505ca57-9123-49f1-9621-7cb96f10494b,79471.5,313,67,1
1622024034992-b916dafc-0fe9-4014-bcc2-dd46a7a72f6f,78840.0,571,36,1
1622113614800-c6ffa387-bbbd-4e97-a5d9-396fa53c0cf3,111540.2,695,294,1
1622107628875-5e01e6c3-4ecc-497e-9ca5-3511cc249430,22596.5,139,10,1
1622301451154-ebcc4697-1a31-44d9-bd8a-062b57c1d20f,169830.47,423,46,1
1622570469178-2c11440d-1cb4-4ee5-a8a9-79c3c3d99257,21832.0,591,126,1
1619734360324-3ab7d960-8e5c-4d83-b678-e61afd959bb9,22237.25,560,109,1
1623076922943-65d920a9-a90b-4ec9-8dcd-1411e8358b2e,62846.0,535,85,1
1623514095114-79ebbfe9-de97-4b9a-a9d0-eefd48782974,186254.0,185,40,1
1623845393410-5d323bbd-039e-45c9-833f-08744ad0ef96,131538.0,190,18,1
1624270686334-9e68631f-0c91-4500-a862-9a6d42073e98,177445.0,185,38,1
1622709801902-f2a31fe7-debf-449f-afa5-68796acf4191,23918.0,169,82,1
1613486619786-22a17b10-2ff6-4ac7-972f-bd7b998a00eb,24860.95,42,14,1
1624278358019-48f5cf44-f481-436c-b2d4-02aecb2bd6bc,22656.440000000002,32,7,1
1624381291612-68118906-8478-41a4-8509-ee6abbcb3da9,33700.0,48,13,1
1624358234330-60c4e863-4d45-41bd-86fc-9d38259f276e,228452.99,1097,46,1
1620034639335-a1964e59-835d-45d1-b216-df728b3eb740,48194.0,351,122,1
1624612937849-eeeea3f4-8787-4d79-9f4e-b5a4c02bb62d,172820.0,275,64,1
1624950809503-93fc9660-1453-4e77-838b-f0f79b224324,33642.5,51,7,1
1624959967523-0fec49ff-93dc-475f-92f1-72767f698c2b,37680.0,299,47,1
1624993370672-bdb26b9e-de6d-4f83-b86b-ea2980d5ac25,10434.2,102,48,1
1625116711530-665eabae-5cb9-4f39-a3c8-f70b3df0c7ed,14335.0,39,15,1
1625245861306-5b0a5ee4-fa8c-4bed-8776-1ad8652efb6b,13101.0,87,56,1
1625672507474-d856c89d-64de-4386-be0b-ea315802ed64,61389.99,751,348,1
1625818012838-562fe3fe-2f6f-4ae4-bff5-09d4d90c29ac,69011.09999999999,2001,728,1
1626394350261-95340abf-640f-4a3c-a36f-d441c61ca58c,77025.05,56,12,1
1624166369935-df23527e-2c2a-44cb-9827-f915a8d9a951,70414.0,129,25,1
1616577522730-9ce84d23-d512-4829-970b-adf6f88d0e25,28400.0,13,8,1
1619605787983-88f2bbea-f630-492c-a349-67c3cd57f7ba,94112.0,860,262,1
1619605787983-88f2bbea-f630-492c-a349-67c3cd57f7ba,77986.0,722,204,1
1619713200764-4ca0b17e-a5a7-48c5-8ab5-03fe3d647ac8,94405.0,681,80,1
1620202674641-fc1f7092-bd51-4554-809d-6458f90baad7,943342.99,4418,550,1
1620460874943-a9f8455c-bd36-4a43-8a9e-7a20ab01ff5b,34707.100000000006,24,4,1
1620886312849-34cd0f8f-64c7-44af-90ff-559bca25cc3c,45162.2,181,82,1
1621072523012-ce622911-6403-49c6-850c-af685004c200,19246.0,133,28,1
1621357905947-61ae21a4-f9fe-404a-ad57-83d7ab22fcbc,121197.0,1163,428,1
1621833358604-0f2b5711-d5ca-40cc-8ccb-1c16f5ecaebd,102317.65999999999,812,923,1
1621345334401-ba59e203-2842-4e4b-923b-5447fdfe8b51,57845.0,152,95,1
1622053114021-857b08a4-d43d-4e9d-8790-2fb6796e95c1,46397.4,74,24,1
1622116654402-f5f65b48-7ec7-49b3-8dbc-04b7077348fe,13440.0,33,3,1
1621872547914-7568b55f-c2cf-4841-a160-7f2a9b0200a7,21570.0,155,19,1
1618414081021-7cc5a1e6-f088-45eb-b90c-e26187183772,51774.28999999999,419,25,1
1622629361501-4e555be7-a38f-44a6-9422-ec84c1dc6ef2,43570.0,41,10,1
1622642759786-315e2bc4-b33c-41ec-848e-89d31ebbeabf,47940.0,306,74,1
1612079347126-f9b9d7a7-5abc-4503-b274-73268bc06f80,144136.0,1290,356,1
1612079347126-f9b9d7a7-5abc-4503-b274-73268bc06f80,144136.0,1290,356,1
1621753328464-e6ccf290-e41d-4ddd-a1cb-2e80119ef206,38452.0,315,179,1
1622643400938-3192d9a1-faaf-49d2-bf43-e20fa2072315,37817.1,55,13,1
1624385768478-2634bba5-af80-4174-bfc8-188d44340544,52828.0,175,12,1
1624483429330-c9c7846f-3b93-4546-b024-90e7c5c53f92,224131.11,1288,320,1
1625222428327-0e98ef13-2c98-4e75-8943-6be98943a981,20395.5,734,182,1
1624954500938-8dc982f0-b95f-4151-94b6-3a69f5a2cc51,26928.2,811,221,1
1625394822241-a4e670ee-0f6a-41f6-8881-cd368ecfa4ec,17460.0,229,62,1
1625663661188-42aea972-e9ac-4110-a3ea-264bfa6cc0b1,29152.5,477,67,1
1626417743218-444e9984-1117-46a0-85df-87a454ce2cf5,52601.0,146,65,1
1625950459538-0395d923-5c4e-41fa-84d3-97d182d237ae,185029.18,1566,928,1
1622464262564-4c02c9e5-93e0-40f5-93a0-2c546dfe626a,25400.0,200,74,1
